lemma	iztočnica	besedna vrsta	številka pomena	indikator
guru	guru	samostalnik	1	duhovni vodja
guru	guru	samostalnik	2	poznavalec
habitat	habitat	samostalnik	1	življenjski prostor
habitat	habitat	samostalnik	2	okolje
halucinacija	halucinacija	samostalnik	1	zaznavna motnja
halucinacija	halucinacija	samostalnik	2	blodnja; izmišljotina;
histeričen	histeričen	pridevnik	1	o čustvenem odzivu
histeričen	histeričen	pridevnik	2	o bolezni
histeričen	histeričen	pridevnik	3	o intenzivnem dogajanju
histerično	histerično	prislov	1	o čustvenem odzivu
histerično	histerično	prislov	2	o intenzivnosti ali pretiranosti
gasilec	gasilec	samostalnik	1	kdor je usposobljen za gašenje
hoteti	hotel	samostalnik	1	turistični objekt
iglast	iglast	pridevnik	1	o iglavcih
iglast	iglast	pridevnik	2	koničast
iglu	iglu	samostalnik	1	prebivališče iz snega
interier	interier	samostalnik	1	notranjost prostora
izobčiti	izobčiti	glagol	1	izločiti
izobčit	izobčiti	glagol	2	izključiti iz cerkve
kitarist	kitarist	samostalnik	1	glasbenik
kljukast	kljukast	pridevnik	1	ukrivljen
koder	koder	samostalnik	1	o laseh
koder	koder	samostalnik	2	pes
korajža	korajža	samostalnik	1	pogum
lasulja	lasulja	samostalnik	1	umetni lasje
mandarina	mandarina	samostalnik	1	plod
mandarina	mandarina	samostalnik	2	drevo
maskara	maskara	samostalnik	1	ličilo
matineja	matineja	samostalnik	1	zgodnja predstava
menstruacija	menstruacija	samostalnik	1	mesečna krvavitev
motika	motika	samostalnik	1	vrtno orodje
najemnina	najemnina	samostalnik	1	denar za najem
naravovarstvenik	naravovarstvenik	samostalnik	1	o varstvu okolja
ornitolog	ornitolog	samostalnik	1	poznavalec ptic
pravnik	pravnik	samostalnik	1	strokovnjak
planota	planota	samostalnik	1	ravnina v hribovju
evkaliptiti	evkalipt	samostalnik	1	drevo
evkalipt	evkalipt	samostalnik	2	evkaliptusovo olje
evkaliptus	evkaliptus	samostalnik	1	drevo
evkaliptus	evkaliptus	samostalnik	2	evkaliptusovo olje
redkvica	redkvica	samostalnik	1	rastlina
frnikola	frnikola	samostalnik	1	kroglica
ingverjev	ingverjev	pridevnik	1	o hrani
ingverjev	ingverjev	pridevnik	2	o rastlini
zmrzel	zmrzel	pridevnik	1	zmrznjen
anagram	anagram	samostalnik	1	premetanka črk
citadela	citadela	samostalnik	1	trdnjava
citadela	citadela	samostalnik	2	temeljni del česa
nagnit	nagnit	pridevnik	1	gnil
zlobnica	zlobnica	samostalnik	1	zlobna ženska
zlobnica	zlobnica	samostalnik	2	o vlogi
balonarstvo	balonarstvo	samostalnik	1	letenje z balonom
boks	boks	samostalnik	1	borilni šport
boks	boks	samostalnik	2	način borbe
boks	boks	samostalnik	3	na dirkah
boks	boks	samostalnik	4	ločen prostor
pohodništvo	pohodništvo	samostalnik	1	rekreativna hoja
atlet	atlet	samostalnik	1	športnik
atlet	atlet	samostalnik	2	mišičast človek
maratonec	maratonec	samostalnik	1	tekač
maratonec	maratonec	samostalnik	2	o drugih športih
maratonec	maratonec	samostalnik	3	kdor dolgo dela ali vztraja
daljnogled	daljnogled	samostalnik	1	optična naprava
monoteizem	monoteizem	samostalnik	1	vera v enega boga
dehidracija	dehidracija	samostalnik	1	izguba vode v telesu
dehidracija	dehidracija	samostalnik	2	postopek izsušitve
oderuški	oderuški	pridevnik	1	pretirano drag
oderuški	oderuški	pridevnik	2	ki svoje storitve drago zaračuna
antifriz	antifriz	samostalnik	1	sredstvo proti zmrzovanju
enoročno	enoročno	prislov	1	z eno roko
pijanski	pijanski	pridevnik	1	o pijanosti ali pijancih
servilnost	servilnost	samostalnik	1	pretirana uslužnost
pasat	pasat	samostalnik	1	veter
pasat	pasat	samostalnik	2	avto
ambicioznež	ambicioznež	samostalnik	1	ambiciozen človek
kreda	kreda	samostalnik	1	sredstvo za risanje
kreda	kreda	samostalnik	2	geološka doba
kreda	kreda	samostalnik	3	kamnina
boksar	boksar	samostalnik	1	športnik
boksar	boksar	samostalnik	2	orožje
bis	bis	medmet	1	o vzkliku
športen	športen	pridevnik	1	o telesni aktivnosti
športen	športen	pridevnik	2	o obliki vozila ali njegovih delov
športen	športen	pridevnik	3	o materialu in kroju
športen	športen	pridevnik	4	o telesnem videzu
športen	športen	pridevnik	5	o obnašanju
športno	športno	prislov	1	o telesni aktivnosti
športno	športno	prislov	2	o obliki vozila ali njegovih delov
športno	športno	prislov	3	o stilu oblačenja
športen	športno	prislov	4	o telesnem videzu
športen	športno	prislov	5	o obnašanju
medicinka	medicinka	samostalnik	1	žoga
medicinka	medicinka	samostalnik	2	o zdravstveni izobrazbi
češnja	češnja	samostalnik	1	drevo
češnja	češnja	samostalnik	2	plod
češnja	češnja	samostalnik	3	les
lokostrelec	lokostrelec	samostalnik	1	kdor strelja z lokom
lokostrelec	lokostrelec	samostalnik	2	vojak
deskati	deskati	glagol	1	voziti se z desko po snegu
deskati	deskati	glagol	2	voziti se z desko po vodi
deskati	deskati	glagol	3	brskati po spletu
pedikura	pedikura	samostalnik	1	kozmetična nega nog
prestolnica	prestolnica	samostalnik	1	glavno mesto
prestolnica	prestolnica	samostalnik	2	središče dejavnosti
sršen	sršen	samostalnik	1	žuželka
sršen	sršen	samostalnik	2	član košarkarskega kluba
ironično	ironično	prislov	1	s posmehom
kolumnist	kolumnist	samostalnik	1	pisec serije člankov
morilec	morilec	samostalnik	1	storilec umora
morilec	morilec	samostalnik	2	vzrok smrti
nadrealist	nadrealist	samostalnik	1	pripadnik nadrealizma
nadrealizem	nadrealizem	samostalnik	1	umetnostna smer
osa	osa	samostalnik	1	žuželka
osa	osa	samostalnik	2	član športnega kluba
osa	osa	samostalnik	3	orožje
miš	miš	samostalnik	1	žival
miš	miš	samostalnik	2	del računalniške opreme
nakupovalec	nakupovalec	samostalnik	1	kdor nakupuje
namaz	namaz	samostalnik	1	jed
glukoza	glukoza	samostalnik	1	monosaharid
protestant	protestant	samostalnik	1	pripadnik protestantizma
polnoletnost	polnoletnost	samostalnik	1	o osebi
polnoletnost	polnoletnost	samostalnik	2	o letih obstoja
predpogoj	predpogoj	samostalnik	1	temeljni pogoj
priročnik	priročnik	samostalnik	1	publikacija
podržavljenje	podržavljenje	samostalnik	1	državni prevzem zasebne lastnine
vpisnina	vpisnina	samostalnik	1	plačilo za vpis
naftalin	naftalin	samostalnik	1	snov
sedanjik	sedanjik	samostalnik	1	glagolski čas
sedanjik	sedanjik	samostalnik	2	sedanjost
skladiščnik	skladiščnik	samostalnik	1	skladiščni delavec
skopuh	skopuh	samostalnik	1	o pretirani varčnosti
skopuški	skopuški	pridevnik	1	pretirano varčen
abecednik	abecednik	samostalnik	1	priročnik
abecednik	abecednik	samostalnik	2	osnove določenega področja
zloščiti	zloščiti	glagol	1	dati lesk
zloščiti	zloščiti	glagol	2	izboljšati
babica	babica	samostalnik	1	mati očeta ali matere
babica	babica	samostalnik	2	pomočnica pri porodu
babica	babica	samostalnik	3	starejša ženska
babica	babica	samostalnik	4	začetnica česa
babica	babica	samostalnik	5	riba
birokrat	birokrat	samostalnik	1	državni uradnik
birokrat	birokrat	samostalnik	2	o togem sledenju pravilom
bolnik	bolnik	samostalnik	1	kdor je bolan
bolnik	bolnik	samostalnik	2	kdor je neprijeten ali krut
čebelnjak	čebelnjak	samostalnik	1	prostor za čebele
čebelnjak	čebelnjak	samostalnik	2	živahno dogajanje
čebelnjak	čebelnjak	samostalnik	3	zgoščena skupina bivališč
čik	čik	samostalnik	1	cigareta; ogorek;
flavta	flavta	samostalnik	1	pihalo
flavta	flavta	samostalnik	2	igranje flavte
flavta	flavta	samostalnik	3	glasbenik
helebarda	helebarda	samostalnik	1	vrsta orožja
sufražetka	sufražetka	samostalnik	1	borka za ženske pravice
rajnki	rajnki	pridevnik	1	umrli
rajnki	rajnki	pridevnik	2	nekdanji
rajnki	rajnki	samostalnik	1	umrla oseba
krtača	krtača	samostalnik	1	pripomoček za čiščenje
krtača	krtača	samostalnik	2	pripomoček za nego telesa
gora	gora	samostalnik	1	visoka vzpetina
gora	gora	samostalnik	2	velika količina
bajaličar	bajaličar	samostalnik	1	iskalec stvari
bajaničarka	bajaničarka	samostalnik	1	iskalka stvari
bukov	bukov	pridevnik	1	o drevesu ali delu drevesa
bukov	bukov	pridevnik	2	izdelan iz bukovega lesa
bukov	bukov	pridevnik	3	o barvi
bukov	bukov	pridevnik	4	neumen; trapast;
etnologija	etnologija	samostalnik	1	veda
hliniti	hliniti	glagol	1	pretvarjati se
eksponat	eksponat	samostalnik	1	razstavni predmet
glasnik	glasnik	samostalnik	1	glas
akvarel	akvarel	samostalnik	1	slika
akvarel	akvarel	samostalnik	2	slikarska tehnika
stotic	stotica	samostalnik	1	število sto
stotic	stotica	samostalnik	2	desetiška enota
tisočic	tisočica	samostalnik	1	število tisoč
tisočic	tisočica	samostalnik	2	desetiška enota
tuhtati	tuhtati	glagol	1	premišljevati
filtrirati	filtrirati	glagol	1	prečistiti snov
filtrirati	filtrirati	glagol	2	prestreči in izločiti
filtrirati	filtrirati	glagol	3	z uporabo aplikacije
filtrirati	filtrirati	glagol	4	izraziti skozi nek kanal
gneča	gneča	samostalnik	1	o ljudeh
gneča	gneča	samostalnik	2	o stvareh
gojen	gojen	pridevnik	1	o rastlinah ali živalih
gojen	gojen	pridevnik	2	o ravnanju
idealizirati	idealizirati	glagol	1	olepševati
elita	elita	samostalnik	1	najvplivnejši posamezniki
elita	elita	samostalnik	2	najboljši športniki
pirh	pirh	samostalnik	1	velikonočno jajce
diskretnost	diskretnost	samostalnik	1	ohranjanje zasebnosti
diskretnost	diskretnost	samostalnik	2	nevpadljivost
eteričen	eteričen	pridevnik	1	o rastlinskih izvlečkih
eteričen	eteričen	pridevnik	2	o duhovnem svetu
eteričen	eteričen	pridevnik	3	prefinjen
imeniten	imeniten	pridevnik	1	izvrsten
imeniten	imeniten	pridevnik	2	ugleden
nosnica	nosnica	samostalnik	1	nosna kost
terminologija	terminologija	samostalnik	1	strokovni izrazi
terminologija	terminologija	samostalnik	2	veda
klofniti	klofniti	glagol	1	dati klofuto
klofnit	klofniti	glagol	2	o ukrepu
ilustrirati	ilustrirati	glagol	1	izdelati risbo
ilustrirati	ilustrirati	glagol	2	ponazoriti
titula	titula	samostalnik	1	naziv
bencin	bencin	samostalnik	1	gorivo
pater	pater	samostalnik	1	duhovnik
narodopisje	narodopisje	samostalnik	1	veda o značilnostih ljudstev
anorak	anorak	samostalnik	1	oblačilo
baretka	baretka	samostalnik	1	pokrivalo
bikini	bikini	samostalnik	1	kopalke
bikini	bikini	samostalnik	2	del telesa
bikinka	bikinke	samostalnik	1	kopalke
brezrokaven	brezrokaven	pridevnik	1	ki nima rokavov
brezrokavnik	brezrokavnik	samostalnik	1	oblačilo
burnus	burnus	samostalnik	1	tradicionalno oblačilo
burnus	burnus	samostalnik	2	težek plašč
frak	frak	samostalnik	1	oblačilo
gamaš	gamaša	samostalnik	1	zaščita čez čevlje
gamaš	gamaša	samostalnik	2	oblačilo
negliž	negliže	samostalnik	1	žensko oblačilo
pulover	pulover	samostalnik	1	oblačilo
rever	rever	samostalnik	1	del oblačila
suknjič	suknjič	samostalnik	1	oblačilo
nogavica	nogavice	samostalnik	1	oblačilo
gniti	gniti	glagol	1	razkrajati se
gniti	gniti	glagol	2	životariti
golobnjak	golobnjak	samostalnik	1	prostor za golobe
golobnjak	golobnjak	samostalnik	2	zelo majhen prostor
hlod	hlod	samostalnik	1	o drevesu
hlod	hlod	samostalnik	2	o človeku
kornet	kornet	samostalnik	1	posodica za hrano
kornet	kornet	samostalnik	2	vrsta sladoleda
kornet	kornet	samostalnik	3	o obliki
kornet	kornet	samostalnik	4	trobilo
kornet	kornet	samostalnik	5	glasbenik
kornet	kornet	samostalnik	6	vojaški čin
pleskati	pleskati	glagol	1	o stavbah in delih stavb
rdečkar	rdečkar	samostalnik	1	komunist
akrobat	akrobat	samostalnik	1	o izvajanju akrobatskih trikov
akrobat	akrobat	samostalnik	2	o fizični spretnosti
akrobat	akrobat	samostalnik	3	o mentalni spretnosti
akrobat	akrobat	samostalnik	4	akrobatsko letalo
čekiranje	čekiranje	samostalnik	1	registracija potnikov
čekiranje	čekiranje	samostalnik	2	preverjanje
čekiranje	čekiranje	samostalnik	3	pri pokru
pižama	pižama	samostalnik	1	oblačilo
rokodelec	rokodelec	samostalnik	1	obrtnik
rokodelec	rokodelec	samostalnik	2	o naravi dela
biciklistek	biciklistka	samostalnik	1	kolesarka
apropriacij	apropriacija	samostalnik	1	prilastitev
aristokrat	aristokrat	samostalnik	1	oseba visokega rodu
aristokrat	aristokrat	samostalnik	2	kultiviran človek
aristokrat	aristokrat	samostalnik	3	izstopajoča oseba ali stvar
aristokrat	aristokrat	samostalnik	4	kdor ima višji položaj znotraj skupine
blejati	blejati	glagol	1	o oglašanju ovc
blejati	blejati	glagol	2	oddati zvok podoben kot pri ovcah
blejati	blejati	glagol	3	govoriti; izražati;
alt	alt	samostalnik	1	glas
alt	alt	samostalnik	2	kdor poje alt
bordanje	bordanje	samostalnik	1	deskanje na snegu
bordar	bordar	samostalnik	1	športnik
bordarka	bordarka	samostalnik	1	športnica
korzet	korzet	samostalnik	1	oblačilo
kič	kič	samostalnik	1	cenen izdelek
kič	kič	samostalnik	2	o izumetničenosti nečesa
senca	sence	samostalnik	1	del glave
ličnik	ličnik	samostalnik	1	zob
modnik	modnik	samostalnik	1	del telesa
himna	himen	samostalnik	1	del telesa
moda	modo	samostalnik	1	spolna žleza
prsnica	prsnica	samostalnik	1	kost
diafiza	diafiza	samostalnik	1	del kosti
podlahtnica	podlahtnica	samostalnik	1	kost
dovodnica	dovodnica	samostalnik	1	žila
dvanajstnik	dvanajstnik	samostalnik	1	organ
sapnica	sapnica	samostalnik	1	cevka do pljuč
sečevod	sečevod	samostalnik	1	cev do mehurja
larinks	larinks	samostalnik	1	grlo
pankreas	pankreas	samostalnik	1	žleza
ekstremitet	ekstremiteta	samostalnik	1	del telesa
hilus	hilus	samostalnik	1	del organa
peritonej	peritonej	samostalnik	1	trebušna mrena
osrčnik	osrčnik	samostalnik	1	srčna membrana
poprsnica	poprsnica	samostalnik	1	prsna mrena
cilij	cilija	samostalnik	1	del celice
obščitnica	obščitnica	samostalnik	1	žleza
epidermis	epidermis	samostalnik	1	del kože
epidermis	epidermis	samostalnik	2	del rastline
gameta	gameta	samostalnik	1	spolna celica
upogibalka	upogibalka	samostalnik	1	mišica
gonada	gonada	samostalnik	1	spolna žleza
odmikalka	odmikalka	samostalnik	1	mišica
potrebušnica	potrebušnica	samostalnik	1	trebušna mrena
primikalka	primikalka	samostalnik	1	mišica
triceps	triceps	samostalnik	1	mišica
trebušen	trebušna	samostalnik	1	žleza
bronhij	bronhij	samostalnik	1	cevka do pljuč
zgagar	zgagar	samostalnik	1	kdor povzroča neprijetnosti
električar	električar	samostalnik	1	strokovnjak za elektriko
električar	električar	samostalnik	2	izvajalec elektronske glasbe
električar	električar	samostalnik	3	avto
električar	električar	samostalnik	4	igralec kluba Elektra
temenica	temenica	samostalnik	1	kost
trtica	trtica	samostalnik	1	kost
ščitnica	ščitnica	samostalnik	1	žleza
talamus	talamus	samostalnik	1	del možganov
lojnica	lojnica	samostalnik	1	žleza
dekolte	dekolte	samostalnik	1	del prsi
dekolte	dekolte	samostalnik	2	o obleki
mečnica	mečnica	samostalnik	1	kost
obsečnica	obsečnica	samostalnik	1	žleza
epifiz	epifiza	samostalnik	1	žleza
epifiza	epifiza	samostalnik	2	del kosti
temenica	temenice	samostalnik	1	kožno vnetje
dimeljnic	dimeljnica	samostalnik	1	kost
češarik	češarika	samostalnik	1	žleza
zelenjavar	zelenjavar	samostalnik	1	pridelovalec zelenjave
zelenjavar	zelenjavar	samostalnik	2	prodajalec zelenjave
zelenjavar	zelenjavar	samostalnik	3	kdor ima rad zelenjavo
večer	večer	samostalnik	1	del dneva
večer	večer	samostalnik	2	družaben dogodek
dojenček	dojenček	samostalnik	1	majhen otrok
dojenček	dojenček	samostalnik	2	igrača
dojenček	dojenček	samostalnik	3	o začetni fazi
dojenček	dojenček	samostalnik	4	nezrel človek
hlače	hlače	samostalnik	1	oblačilo
mladoletnik	mladoletnik	samostalnik	1	kdor je mladoleten
dumping	dumping	samostalnik	1	prodajanje pod ceno
puli	puli	samostalnik	1	oblačilo
puli	puli	samostalnik	2	pes
turban	turban	samostalnik	1	tradicionalno moško pokrivalo
turban	turban	samostalnik	2	žensko pokrivalo
turban	turban	samostalnik	3	o obliki
pihati	pihalo	samostalnik	1	glasbilo
pihati	pihalo	samostalnik	2	glasbenik
plenilski	plenilski	pridevnik	1	o živalih
plenilski	plenilski	pridevnik	2	o roparjih ali ropanju
plenilski	plenilski	pridevnik	3	izkoriščevalski
gate	gate	samostalnik	1	spodnje hlače
uniforma	uniforma	samostalnik	1	uradno oblačilo
uniforma	uniforma	samostalnik	2	oseba v uniformi
surfanje	surfanje	samostalnik	1	vodni šport
surfanje	surfanje	samostalnik	2	brskanje po spletu
cviliti	cviliti	glagol	1	o ljudeh in živalih
cviliti	cviliti	glagol	2	o napravah in predmetih
cviliti	cviliti	glagol	3	tarnati
cviliti	cviliti	glagol	4	o glasbilih
dolgočasnež	dolgočasnež	samostalnik	1	kdor je nezanimiv
živčnež	živčnež	samostalnik	1	živčen človek
živčnež	živčnež	samostalnik	2	nepotrpežljiv človek
žlica	žlica	samostalnik	1	del jedilnega pribora
žlica	žlica	samostalnik	2	merska enota
žlica	žlica	samostalnik	3	za obuvanje čevljev
žlica	žlica	samostalnik	4	del stroja
ženšče	ženšče	samostalnik	1	ženska
empiričen	empiričen	pridevnik	1	izkustven
strešnik	strešnik	samostalnik	1	strešni element
halja	halja	samostalnik	1	oblačilo
eritrocit	eritrocit	samostalnik	1	krvna celica
novinarstvo	novinarstvo	samostalnik	1	dejavnost
čestitati	čestitati	glagol	1	izraziti lepe želje
čednost	čednost	samostalnik	1	karakterna lastnost
čednost	čednost	samostalnik	2	lepota
blokirati	blokirati	glagol	1	zapreti prehod
blokirati	blokirati	glagol	2	ustaviti
blokirati	blokirati	glagol	3	o napravah
blokirati	blokirati	glagol	4	preprečiti izvedbo
blokirati	blokirati	glagol	5	preprečiti delovanje
blokirati	blokirati	glagol	6	onemogočiti uporabo
cigan	cigan	samostalnik	1	Rom
cigan	cigan	samostalnik	2	podlež; lopov;
saksofon	saksofon	samostalnik	1	glasbilo
saksofon	saksofon	samostalnik	2	igranje saksofona
saksofon	saksofon	samostalnik	3	glasbenik
padalec	padalec	samostalnik	1	o padalstvu
padalec	padalec	samostalnik	2	vojak
padalec	padalec	samostalnik	3	kdor se pojavi nepričakovano
deskanje	deskanje	samostalnik	1	zimski šport
deskanje	deskanje	samostalnik	2	vodni šport
deskanje	deskanje	samostalnik	3	brskanje po spletu
diskriminacija	diskriminacija	samostalnik	1	nepravična obravnava ljudi
fermentacija	fermentacija	samostalnik	1	biokemijski proces
telovnik	telovnik	samostalnik	1	oblačilo
šah	šah	samostalnik	1	namizna igra
šah	šah	samostalnik	2	šahovska garnitura
šah	šah	samostalnik	3	položaj v igri
šah	šah	samostalnik	4	vladarski naslov
datljevec	datljevec	samostalnik	1	drevo
surfar	surfar	samostalnik	1	športnik
surfar	surfar	samostalnik	2	kdor brska po spletu
surfer	surfer	samostalnik	1	športnik
surfer	surfer	samostalnik	2	kdor brska po spletu
surferka	surferka	samostalnik	1	športnica
